2019-07-31 14:51:42;Kate;2860;easy
2019-07-31 18:04:48;Claire;1450;easy
2019-08-01 10:35:33;Bob;3164;easy
2019-08-01 11:10:50;Ábel;2760;easy
2019-08-01 11:13:01;Ábel;2760;easy
2019-08-01 11:13:28;Halihó;2368;easy
2019-08-01 11:46:56;Finally;13136;medium
2019-08-01 13:06:19;easy;12844;medium
2019-08-01 13:08:34;too easy;36612;hard
2019-08-01 13:19:54;Ábelló;3276;easy
